Gene name	Chromosome/scaffold name	Gene stable ID
PRAF2	X	ENSG00000243279
MIR4525	17	ENSG00000266107
	17	ENSG00000263063
RN7SL717P	2	ENSG00000240302
THEMIS	6	ENSG00000172673
C2orf69	2	ENSG00000178074
MTND1P19	4	ENSG00000251449
RACK1P3	4	ENSG00000249239
WDR62	19	ENSG00000075702
	4	ENSG00000248627
FN3KRP	17	ENSG00000141560
	4	ENSG00000248750
ZCCHC12	X	ENSG00000174460
	4	ENSG00000250908
RNA5SP164	4	ENSG00000252342
ATOH1	4	ENSG00000172238
GANAB	11	ENSG00000089597
SMARCAD1-DT	4	ENSG00000246541
SMS	X	ENSG00000102172
TYW5	2	ENSG00000162971
HMGB3P15	4	ENSG00000250897
SMARCAD1	4	ENSG00000163104
MCUR1	6	ENSG00000050393
ATXN2L	16	ENSG00000168488
PHACTR2	6	ENSG00000112419
DCX	X	ENSG00000077279
	14	ENSG00000288045
	14	ENSG00000258503
	14	ENSG00000258993
SYT16	14	ENSG00000139973
MIR1301	2	ENSG00000221445
ARNILA	2	ENSG00000235072
	14	ENSG00000289503
DTNB-AS1	2	ENSG00000224220
PLEKHG4B	5	ENSG00000153404
Y_RNA	2	ENSG00000201160
OR4K15	14	ENSG00000169488
	2	ENSG00000236145
OR4Q2	14	ENSG00000196383
TFCP2L1	2	ENSG00000115112
VIPAS39	14	ENSG00000151445
	17	ENSG00000263321
FN3K	17	ENSG00000167363
	7	ENSG00000285772
	2	ENSG00000238162
	2	ENSG00000223917
	2	ENSG00000237308
	2	ENSG00000224719
TRIM64FP	2	ENSG00000226185
	7	ENSG00000289027
	17	ENSG00000262410
PDE6A	5	ENSG00000132915
	2	ENSG00000236431
SCARNA10	12	ENSG00000239002
	7	ENSG00000285953
	2	ENSG00000273305
	12	ENSG00000276232
	2	ENSG00000233037
GAPDH-DT	12	ENSG00000255966
OR7E102P	2	ENSG00000168992
TRIM51JP	2	ENSG00000232717
POM121	7	ENSG00000196313
GAPDH	12	ENSG00000111640
	2	ENSG00000274028
	2	ENSG00000230083
TRIM43	2	ENSG00000144015
	2	ENSG00000236026
	2	ENSG00000271003
	2	ENSG00000270193
UBTFL3	2	ENSG00000204699
	2	ENSG00000275497
TPM3P4	7	ENSG00000214869
ABCF2P2	7	ENSG00000228769
	2	ENSG00000235959
	2	ENSG00000236750
BAZ1B	7	ENSG00000009954
ANKRD44-DT	2	ENSG00000225979
TBCD	17	ENSG00000141556
NPM1P46	2	ENSG00000213104
SF3B1	2	ENSG00000115524
	8	ENSG00000254317
RPL15P12	8	ENSG00000243402
	8	ENSG00000200075
	8	ENSG00000254263
	8	ENSG00000253720
	8	ENSG00000287195
RNU7-181P	8	ENSG00000253043
MIR5194	8	ENSG00000264653
RNU6-1255P	8	ENSG00000200304
ASAP1-IT2	8	ENSG00000280543
	8	ENSG00000212342
	8	ENSG00000287127
RRS1-DT	8	ENSG00000246145
RRS1	8	ENSG00000179041
NDUFA3	19	ENSG00000170906
	8	ENSG00000285655
	8	ENSG00000285791
MFFP2	5	ENSG00000251583
Y_RNA	5	ENSG00000200334
SLC26A2	5	ENSG00000155850
SLC22A5	5	ENSG00000197375
ADHFE1	8	ENSG00000147576
HPGDS	4	ENSG00000163106
LETR1	15	ENSG00000248441
CCHCR1	6	ENSG00000204536
RNU6-1198P	7	ENSG00000252713
BCL7B	7	ENSG00000106635
	4	ENSG00000287552
RPL35AP11	4	ENSG00000241103
	4	ENSG00000287762
	4	ENSG00000249216
OR5M14P	4	ENSG00000249081
PHOX2B	4	ENSG00000109132
DDX3X	X	ENSG00000215301
PHOX2B-AS1	4	ENSG00000250467
	4	ENSG00000249122
RNU1-49P	4	ENSG00000200338
HMGB1P28	4	ENSG00000249745
RPS21P1	1	ENSG00000229795
LINC00682	4	ENSG00000245870
MTCYBP14	1	ENSG00000238236
PRPF31	19	ENSG00000105618
MTND6P14	1	ENSG00000235638
MTND5P19	1	ENSG00000231199
MTND4P10	1	ENSG00000226663
MTND4LP21	1	ENSG00000231582
MTND3P8	1	ENSG00000232714
MTCO3P46	1	ENSG00000235761
	1	ENSG00000270710
	1	ENSG00000227236
	4	ENSG00000249771
	4	ENSG00000249887
DENND4B	1	ENSG00000198837
DCAF4L1	4	ENSG00000182308
TMEM202-AS1	15	ENSG00000261423
	4	ENSG00000272862
SLC30A9	4	ENSG00000014824
DPH6-DT	15	ENSG00000248079
ATP6V1G1P6	5	ENSG00000249372
	5	ENSG00000251605
RNU6-183P	5	ENSG00000200331
Y_RNA	5	ENSG00000206714
	15	ENSG00000259203
GDF9	5	ENSG00000164404
	15	ENSG00000260288
ZDHHC11	5	ENSG00000188818
	2	ENSG00000202434
RNU6-1029P	2	ENSG00000206836
	7	ENSG00000274080
HSPE1	2	ENSG00000115541
GTF2IRD1	7	ENSG00000006704
	15	ENSG00000259675
NR2F2-AS1	15	ENSG00000247809
AHSA1	14	ENSG00000100591
HSPE1-MOB4	2	ENSG00000270757
	5	ENSG00000279558
PCDHB2	5	ENSG00000112852
CRTC2	1	ENSG00000160741
MOB4	2	ENSG00000115540
DRAIC	15	ENSG00000245750
	5	ENSG00000272154
PCDHB3	5	ENSG00000113205
ATP1B1P1	4	ENSG00000249212
BEND4	4	ENSG00000188848
	5	ENSG00000272108
PCDHB4	5	ENSG00000081818
PCDHB5	5	ENSG00000113209
	12	ENSG00000269968
	12	ENSG00000245667
	14	ENSG00000212371
	5	ENSG00000280029
	12	ENSG00000285238
ISM2	14	ENSG00000100593
	4	ENSG00000285454
	4	ENSG00000250781
PCDHB6	5	ENSG00000113211
	5	ENSG00000280336
SHISA3	4	ENSG00000178343
PCDHB7	5	ENSG00000113212
PCDHB16	5	ENSG00000272674
	5	ENSG00000279068
RPS7P7	4	ENSG00000240167
CCNL2P1	4	ENSG00000248283
	5	ENSG00000278936
	4	ENSG00000251517
PCDHB9	5	ENSG00000177839
RN7SKP82	4	ENSG00000252595
GRXCR1	4	ENSG00000215203
SPTLC2	14	ENSG00000100596
CHD4	12	ENSG00000111642
	5	ENSG00000279375
	4	ENSG00000248939
PCDHB10	5	ENSG00000120324
	4	ENSG00000250657
PCDHB11	5	ENSG00000197479
	4	ENSG00000277096
	4	ENSG00000213851
LINC02383	4	ENSG00000248143
	4	ENSG00000251501
RN7SL691P	4	ENSG00000239464
GPRIN3	4	ENSG00000185477
PCDHB12	5	ENSG00000120328
	8	ENSG00000253623
PCDHB13	5	ENSG00000187372
VXN	8	ENSG00000169085
	4	ENSG00000251095
PRPF31-AS1	19	ENSG00000237017
LENG1	19	ENSG00000105617
PCDHB14	5	ENSG00000120327
	5	ENSG00000279983
PCDHB15	5	ENSG00000113248
	5	ENSG00000277795
TMC4	19	ENSG00000167608
TAF7	5	ENSG00000178913
CCSER1	4	ENSG00000184305
SLC25A2	5	ENSG00000120329
MIR6737	1	ENSG00000276584
	1	ENSG00000282386
RN7SL587P	14	ENSG00000240233
	1	ENSG00000273026
GALNT16-AS1	14	ENSG00000258957
TAF9	5	ENSG00000273841
	14	ENSG00000258520
GALNT16	14	ENSG00000100626
CREB3L4	1	ENSG00000143578
INTS5	11	ENSG00000185085
	5	ENSG00000270697
RNU6-1324P	8	ENSG00000206949
PKD2L2-DT	5	ENSG00000250159
RNU2-71P	8	ENSG00000223327
SLC25A51P3	8	ENSG00000254181
RN7SL107P	8	ENSG00000243424
ZNF704	8	ENSG00000164684
	11	ENSG00000255432
	2	ENSG00000231699
	2	ENSG00000287858
C11orf98	11	ENSG00000278615
CFAP210	2	ENSG00000154479
MYOT	5	ENSG00000120729
EME2	16	ENSG00000197774
EGF	4	ENSG00000138798
CKS1BP7	8	ENSG00000254331
RNU11-6P	8	ENSG00000212429
RN7SL308P	8	ENSG00000243951
HMGB1P41	8	ENSG00000253516
	8	ENSG00000286763
CSKMT	11	ENSG00000214756
	8	ENSG00000283959
	2	ENSG00000226072
AZIN1	8	ENSG00000155096
SNORA57	11	ENSG00000206597
UQCC3	11	ENSG00000204922
PHOSPHO2	2	ENSG00000144362
SRP14-DT	15	ENSG00000248508
SPATA33	16	ENSG00000167523
UBXN1	11	ENSG00000162191
LINC02694	15	ENSG00000175779
MBOAT7	19	ENSG00000125505
KCNG4	16	ENSG00000168418
USP31	16	ENSG00000103404
	15	ENSG00000259986
PKD2L2	5	ENSG00000078795
KLHL23	2	ENSG00000213160
SPINT1-AS1	15	ENSG00000261183
	15	ENSG00000289525
SMAD3-DT	15	ENSG00000259347
	15	ENSG00000289992
	15	ENSG00000174171
	2	ENSG00000206961
PTCHD3P2	2	ENSG00000231550
CYB5AP2	2	ENSG00000214369
C16orf96	16	ENSG00000205832
SSB	2	ENSG00000138385
EIF3J-DT	15	ENSG00000179523
PKD1L3	16	ENSG00000277481
FAM21EP	10	ENSG00000290956
THSD4-AS1	15	ENSG00000259964
TIMM23B-AGAP6	10	ENSG00000178440
LOXL1-AS1	15	ENSG00000261801
	14	ENSG00000280073
AGAP6	10	ENSG00000204149
ERH	14	ENSG00000100632
NCF1C	7	ENSG00000165178
POM121C	7	ENSG00000272391
JTB	1	ENSG00000143543
SLC39A9	14	ENSG00000029364
	15	ENSG00000289271
IK	5	ENSG00000113141
LINC02345	15	ENSG00000259225
IL32	16	ENSG00000008517
METTL5	2	ENSG00000138382
GABPB1-AS1	15	ENSG00000244879
TSEN34	19	ENSG00000170892
NIPA1	15	ENSG00000170113
ENPEP	4	ENSG00000138792
	1	ENSG00000285641
RAB13	1	ENSG00000143545
MIR4295	10	ENSG00000264763
	10	ENSG00000233340
	7	ENSG00000242073
Y_RNA	7	ENSG00000200874
VTI1A	10	ENSG00000151532
HIP1	7	ENSG00000127946
IPCEF1	6	ENSG00000074706
LRRN4CL	11	ENSG00000177363
HNRNPUL2-BSCL2	11	ENSG00000234857
GPR156	3	ENSG00000175697
GNG3	11	ENSG00000162188
NIPA2	15	ENSG00000140157
	19	ENSG00000223660
	10	ENSG00000289193
RPS9	19	ENSG00000170889
CGGBP1	3	ENSG00000163320
HNRNPUL2	11	ENSG00000214753
CREM	10	ENSG00000095794
RPS27	1	ENSG00000177954
	1	ENSG00000231416
RNU6-179P	1	ENSG00000200220
RPS7P2	1	ENSG00000231837
MIR5698	1	ENSG00000263987
C1orf52	1	ENSG00000162642
CHRM1	11	ENSG00000168539
Y_RNA	1	ENSG00000223254
ZNF654	3	ENSG00000175105
BCL10-AS1	1	ENSG00000223653
NSA2P5	2	ENSG00000227176
	11	ENSG00000257002
RN7SL259P	11	ENSG00000241082
	11	ENSG00000285388
RNU6-1006P	2	ENSG00000252807
RNU6ATAC6P	3	ENSG00000221059
IFTAP	11	ENSG00000166352
	14	ENSG00000286424
CEP104	1	ENSG00000116198
EXD2	14	ENSG00000081177
TP63	3	ENSG00000073282
HSPD1	2	ENSG00000144381
	9	ENSG00000224092
SMARCA2	9	ENSG00000080503
TUBGCP5	15	ENSG00000275835
PANCR	4	ENSG00000250103
	4	ENSG00000289096
WDR89	14	ENSG00000140006
TRIM75	4	ENSG00000250374
	19	ENSG00000224579
	19	ENSG00000269524
	19	ENSG00000235081
	19	ENSG00000249189
LILRB5	19	ENSG00000105609
GAK	4	ENSG00000178950
TMEM229B	14	ENSG00000198133
SNRPCP2	5	ENSG00000251235
	5	ENSG00000250574
	5	ENSG00000249713
	7	ENSG00000279996
F2RL2	5	ENSG00000164220
CCL26	7	ENSG00000006606
	5	ENSG00000225407
	5	ENSG00000277188
	5	ENSG00000278237
F2R	5	ENSG00000181104
RNF212B	14	ENSG00000215277
CCL24	7	ENSG00000106178
F2RL1	5	ENSG00000164251
RN7SL208P	5	ENSG00000264391
	5	ENSG00000253295
	5	ENSG00000213386
DUSP1	5	ENSG00000120129
	7	ENSG00000219039
RHBDD2	7	ENSG00000005486
PIH1D2	11	ENSG00000150773
RNU6-1307P	19	ENSG00000212314
	19	ENSG00000240296
SNAP91	6	ENSG00000065609
LILRB2	19	ENSG00000131042
Y_RNA	5	ENSG00000206741
	5	ENSG00000270243
	5	ENSG00000253628
RPL26L1-AS1	5	ENSG00000204758
	5	ENSG00000254295
SEL1L	14	ENSG00000071537
RPL26L1	5	ENSG00000037241
TP53AIP1	11	ENSG00000120471
MIR4651	7	ENSG00000284334
RPL7L1P3	7	ENSG00000235090
SNORA14A	7	ENSG00000201643
TMEM120A	7	ENSG00000189077
WDR74	11	ENSG00000133316
	5	ENSG00000253785
	8	ENSG00000234120
ATP6V0E1	5	ENSG00000113732
RPS3AP30	8	ENSG00000228744
SNRPCP6	8	ENSG00000254683
SNRPCP15	8	ENSG00000230106
RPS3AP33	8	ENSG00000214268
	8	ENSG00000231930
	8	ENSG00000284614
CYFIP1	15	ENSG00000273749
	8	ENSG00000284728
VPS51P8	8	ENSG00000255025
OR7E125P	8	ENSG00000177306
FAM90A15P	8	ENSG00000230045
FAM90A3P	8	ENSG00000233132
FAM90A4P	8	ENSG00000249005
FAM90A13P	8	ENSG00000223885
FAM90A5P	8	ENSG00000215373
FAM90A20P	8	ENSG00000233295
USP17L1	8	ENSG00000230549
	5	ENSG00000254328
LINC01467	14	ENSG00000258977
SNORA74B	5	ENSG00000212402
USP17L4	8	ENSG00000236125
Y_RNA	5	ENSG00000207210
CREBRF	5	ENSG00000164463
STON2	14	ENSG00000140022
	8	ENSG00000235778
ZNF705G	8	ENSG00000215372
HSPD1P3	8	ENSG00000255128
DEFB103B	8	ENSG00000177243
EXOC3L4	14	ENSG00000205436
DEFB104B	8	ENSG00000177023
DEFB106B	8	ENSG00000187082
DEFB107B	8	ENSG00000198129
CDC42P5	5	ENSG00000253439
DEUP1	11	ENSG00000165325
	5	ENSG00000253172
BNIP1	5	ENSG00000113734
	8	ENSG00000285659
PRR23D1	8	ENSG00000255251
HEATR5A	14	ENSG00000129493
FAM90A6P	8	ENSG00000248944
OR7E157P	8	ENSG00000233176
VPS51P15	8	ENSG00000254796
	8	ENSG00000284617
	8	ENSG00000284655
	8	ENSG00000284698
VPS51P9	8	ENSG00000254889
OR7E154P	8	ENSG00000254715
DFFB	1	ENSG00000169598
	8	ENSG00000285862
PRR23D2	8	ENSG00000255378
DEFB107A	8	ENSG00000186572
STYXL1	7	ENSG00000127952
DEFB105A	8	ENSG00000186562
TMEM175	4	ENSG00000127419
DEFB106A	8	ENSG00000186579
DEFB104A	8	ENSG00000176782
DEFB103A	8	ENSG00000176797
HSPD1P2	8	ENSG00000254543
DEFB4A	8	ENSG00000171711
ZNF705B	8	ENSG00000215356
ATP5MC1P2	14	ENSG00000283016
MRGPRX3	11	ENSG00000179826
	14	ENSG00000258443
	14	ENSG00000258695
ACOT1	14	ENSG00000184227
OR5AN1	11	ENSG00000176495
DEFB108A	8	ENSG00000229907
	8	ENSG00000255211
OR51L1	11	ENSG00000176798
USP17L8	8	ENSG00000237038
OR13Z1P	1	ENSG00000226653
Y_RNA	1	ENSG00000207209
OR8J1	11	ENSG00000172487
USP17L3	8	ENSG00000225327
OR13Z2P	1	ENSG00000272443
SHISAL2B	5	ENSG00000145642
OR13Z3P	1	ENSG00000272480
EBAG9	8	ENSG00000147654
OR8D4	11	ENSG00000181518
ACP6	1	ENSG00000162836
OR4S2	11	ENSG00000174982
OR4C6	11	ENSG00000181903
UBR3	2	ENSG00000144357
NT5CP2	14	ENSG00000258408
ACOT2	14	ENSG00000119673
OR8H2	11	ENSG00000181767
SREK1IP1	5	ENSG00000153006
OR4D9	11	ENSG00000172742
NT5CP1	14	ENSG00000258524
	14	ENSG00000279026
PSMC3	11	ENSG00000165916
ACOT4	14	ENSG00000177465
ACOT6	14	ENSG00000205669
ERGIC1	5	ENSG00000113719
RN7SL238P	15	ENSG00000276891
MIR4509-2	15	ENSG00000266039
MIR4509-3	15	ENSG00000263964
Metazoa_SRP	15	ENSG00000276955
LINC00930	15	ENSG00000258647
NDUFB8P1	14	ENSG00000258972
DNAL1	14	ENSG00000119661
	15	ENSG00000258676
	15	ENSG00000260337
	15	ENSG00000271763
FAM174B	15	ENSG00000185442
	7	ENSG00000280388
MDH2	7	ENSG00000146701
MIR4752	19	ENSG00000264703
ARHGEF18	19	ENSG00000104880
	15	ENSG00000259064
	15	ENSG00000275965
	15	ENSG00000272298
HMGN1P38	15	ENSG00000253954
RPL31P6	15	ENSG00000240484
RNU6-240P	14	ENSG00000251907
	14	ENSG00000258660
FAM149B1P1	15	ENSG00000214424
RPEP5	2	ENSG00000234732
PNMA1	14	ENSG00000176903
	15	ENSG00000291301
TIMM8AP1	2	ENSG00000231445
EIF3EP2	2	ENSG00000224674
	2	ENSG00000233397
MIR4505	14	ENSG00000264741
SPATA8-AS1	15	ENSG00000259282
LINC02274	14	ENSG00000258586
SPATA8	15	ENSG00000185594
	14	ENSG00000270576
GCG	2	ENSG00000115263
PTGR2	14	ENSG00000140043
CYP2A7	19	ENSG00000198077
	10	ENSG00000287945
Y_RNA	1	ENSG00000207080
	1	ENSG00000231791
RN7SL654P	1	ENSG00000244568
C1orf21-DT	1	ENSG00000271387
C1orf21	1	ENSG00000116667
COL13A1	10	ENSG00000197467
RN7SKP181	15	ENSG00000223120
	15	ENSG00000258909
SEPHS1P2	15	ENSG00000258787
	1	ENSG00000230470
MIR4312	15	ENSG00000265195
SPESP1	15	ENSG00000258484
	1	ENSG00000232036
	2	ENSG00000236841
	1	ENSG00000285847
	2	ENSG00000229337
	1	ENSG00000286378
RPL29P6	1	ENSG00000215381
	15	ENSG00000259286
	1	ENSG00000284726
RNA5SP112	2	ENSG00000251746
Y_RNA	1	ENSG00000201405
	15	ENSG00000285919
STUB1P1	2	ENSG00000226273
	1	ENSG00000271420
	1	ENSG00000232482
Y_RNA	2	ENSG00000201102
	15	ENSG00000288068
KRT8P40	2	ENSG00000213069
	15	ENSG00000273851
MIR4444-1	2	ENSG00000284252
DNAJC19P5	2	ENSG00000225808
	15	ENSG00000259265
MIR3128	2	ENSG00000265396
	1	ENSG00000285779
	2	ENSG00000222043
EWSAT1	15	ENSG00000212766
	2	ENSG00000271825
MRPS24	7	ENSG00000062582
	2	ENSG00000271996
RPL13AP10	1	ENSG00000270780
MIR6512	2	ENSG00000278418
H3P7	2	ENSG00000237178
	1	ENSG00000232895
	2	ENSG00000238295
MRPL57P1	1	ENSG00000273698
	1	ENSG00000273112
IFT70B	2	ENSG00000196659
HSPA6	1	ENSG00000173110
MARCHF2	19	ENSG00000099785
	2	ENSG00000237655
IFT70A	2	ENSG00000197557
RPS23P10	1	ENSG00000224203
RN7SL209P	15	ENSG00000240927
OR4F6	15	ENSG00000184140
	1	ENSG00000224515
OR4F15	15	ENSG00000182854
HSPA7	1	ENSG00000225217
RPS23P9	1	ENSG00000231586
	1	ENSG00000234211
DPP4	2	ENSG00000197635
URGCP-MRPS24	7	ENSG00000270617
OR4F14P	15	ENSG00000232459
	8	ENSG00000289767
PROK1	1	ENSG00000143125
OR4F28P	15	ENSG00000257109
WBP1LP5	15	ENSG00000259454
SNORD13D	15	ENSG00000239035
MASP1	3	ENSG00000127241
LINC00926	15	ENSG00000247982
CWC27	5	ENSG00000153015
SYBU	8	ENSG00000147642
DGKQ	4	ENSG00000145214
LINC01413	15	ENSG00000260172
	1	ENSG00000270380
URGCP	7	ENSG00000106608
	1	ENSG00000282887
NDUFB10P1	15	ENSG00000260870
	1	ENSG00000283999
ZNF573	19	ENSG00000189144
CGNL1	15	ENSG00000128849
CYMP-AS1	1	ENSG00000235407
	14	ENSG00000258653
KCNA10	1	ENSG00000143105
Y_RNA	1	ENSG00000199710
NRBF2P3	1	ENSG00000237415
OR11I1P	1	ENSG00000232791
KCNA2	1	ENSG00000177301
Y_RNA	14	ENSG00000223300
	14	ENSG00000273711
ZNF410	14	ENSG00000119725
LSM14A	19	ENSG00000257103
LINC02774	1	ENSG00000226828
	1	ENSG00000279774
	1	ENSG00000229960
	1	ENSG00000286486
RN7SL148P	1	ENSG00000244066
	1	ENSG00000237759
RNF44	5	ENSG00000146083
TUBG1P	7	ENSG00000237972
	1	ENSG00000287531
RUSC1-AS1	1	ENSG00000225855
UBE2D4	7	ENSG00000078967
RNU6-844P	15	ENSG00000252984
	15	ENSG00000261489
	15	ENSG00000261265
MIR555	1	ENSG00000283701
RNU6-106P	1	ENSG00000207134
	15	ENSG00000276772
ASH1L-IT1	1	ENSG00000227773
	15	ENSG00000240874
RNU6-1297P	1	ENSG00000207144
POU5F1P4	1	ENSG00000237872
	1	ENSG00000271267
MYZAP	15	ENSG00000263155
DAP3P1	1	ENSG00000225082
	1	ENSG00000223503
	1	ENSG00000232519
FDPS	1	ENSG00000160752
RPS26P18	2	ENSG00000229087
	2	ENSG00000234022
	2	ENSG00000224194
LINC01804	2	ENSG00000231031
RPL21P35	2	ENSG00000231494
RPL23AP26	2	ENSG00000228884
	2	ENSG00000286399
TEX44	2	ENSG00000177673
SLC26A1	4	ENSG00000145217
RN7SL499P	2	ENSG00000239202
	5	ENSG00000248484
	5	ENSG00000251446
LINC01574	5	ENSG00000248859
CDHR2	5	ENSG00000074276
IDUA	4	ENSG00000127415
MKNK2	19	ENSG00000099875
RNU6-678P	3	ENSG00000252641
RNA5SP140	3	ENSG00000201394
TF	3	ENSG00000091513
OR52N5	11	ENSG00000181009
DDX1	2	ENSG00000079785
OR56A4	11	ENSG00000183389
POLR2J4	7	ENSG00000214783
OR52A5	11	ENSG00000171944
OR8D1	11	ENSG00000196341
	7	ENSG00000273432
OR5B3	11	ENSG00000172769
MAP6	11	ENSG00000171533
	7	ENSG00000241057
UPK3BL3P	7	ENSG00000239556
	7	ENSG00000228434
	7	ENSG00000285596
UPK3B	7	ENSG00000243566
OR52A1	11	ENSG00000182070
OR5A2	11	ENSG00000172324
RNU6-1044P	X	ENSG00000207486
OR10G7	11	ENSG00000182634
CDX4	X	ENSG00000131264
OR52N1	11	ENSG00000181001
MORF4L1P6	X	ENSG00000233162
OR5B2	11	ENSG00000172365
RPL7P53	X	ENSG00000237475
OR5M3	11	ENSG00000174937
FTX	X	ENSG00000230590
OR8B8	11	ENSG00000197125
	11	ENSG00000254569
	7	ENSG00000250778
Y_RNA	7	ENSG00000238560
CASP4	11	ENSG00000196954
	7	ENSG00000230305
POMZP3	7	ENSG00000146707
RTBDN	19	ENSG00000132026
FGFRL1	4	ENSG00000127418
POLR2M	15	ENSG00000255529
SLCO2A1	3	ENSG00000174640
	7	ENSG00000214243
	7	ENSG00000289346
ZNF107	7	ENSG00000196247
ADAMTS6	5	ENSG00000049192
	4	ENSG00000250259
	4	ENSG00000251639
	4	ENSG00000251652
	15	ENSG00000261219
	4	ENSG00000212458
	4	ENSG00000227189
LINC00525	7	ENSG00000146666
	4	ENSG00000273179
CTBP1-AS	4	ENSG00000280927
GCOM1	15	ENSG00000137878
PKD1L1-AS1	7	ENSG00000136275
	11	ENSG00000284715
GPSM2	1	ENSG00000121957
	7	ENSG00000225507
FAM193A	4	ENSG00000125386
HUS1	7	ENSG00000136273
CASP5	11	ENSG00000137757
	14	ENSG00000258891
	14	ENSG00000270140
Y_RNA	14	ENSG00000199472
SAMD15	14	ENSG00000100583
H3P13	3	ENSG00000243977
NOXRED1	14	ENSG00000165555
PEX5L-AS1	3	ENSG00000243799
PEX5L-AS2	3	ENSG00000244302
	3	ENSG00000287645
UQCRHP4	3	ENSG00000242728
MDFIC2	3	ENSG00000242120
	3	ENSG00000287669
STXBP6	14	ENSG00000168952
CPB1	3	ENSG00000153002
HPN	19	ENSG00000105707
SPATA24	5	ENSG00000170469
FBXO33	14	ENSG00000165355
C7orf57	7	ENSG00000164746
	11	ENSG00000288255
CASP1P2	11	ENSG00000254750
CASP1P1	11	ENSG00000255430
	14	ENSG00000289442
OR2AL1P	11	ENSG00000254767
	14	ENSG00000289436
	14	ENSG00000258945
	11	ENSG00000255336
Metazoa_SRP	11	ENSG00000280502
Y_RNA	11	ENSG00000283691
	14	ENSG00000289531
CENATAC-DT	11	ENSG00000255121
	14	ENSG00000288797
	14	ENSG00000289541
JDP2-AS1	14	ENSG00000259319
CENATAC	11	ENSG00000186166
GTF2A1-AS1	14	ENSG00000273783
LINC02295	14	ENSG00000258511
	14	ENSG00000289495
LINC01629	14	ENSG00000258602
	14	ENSG00000288762
	14	ENSG00000289195
PRR19	19	ENSG00000188368
	14	ENSG00000288802
LINC01550	14	ENSG00000246223
GAPT	5	ENSG00000175857
SMIM47	19	ENSG00000261341
	14	ENSG00000289208
PSMA3-AS1	14	ENSG00000257621
AGTR1	3	ENSG00000144891
ZNF559	19	ENSG00000188321
PKD1L1	7	ENSG00000158683
FAM13B-AS1	5	ENSG00000246323
	5	ENSG00000250260
RNU6-1148P	5	ENSG00000222924
WNT8A	5	ENSG00000061492
HECTD1	14	ENSG00000092148
RPL23AP64	11	ENSG00000240970
	11	ENSG00000254428
	11	ENSG00000254909
FLNB-AS1	3	ENSG00000244161
RPS25	11	ENSG00000118181
	3	ENSG00000283148
NME5	5	ENSG00000112981
DNASE1L3	3	ENSG00000163687
SYBU-AS1	8	ENSG00000248050
	8	ENSG00000255099
U2	8	ENSG00000283555
	8	ENSG00000241385
FAM90A23	8	ENSG00000285765
	17	ENSG00000263098
RNU6-460P	5	ENSG00000212460
ZNF750	17	ENSG00000141579
RNU6-888P	5	ENSG00000199880
FAM13B	5	ENSG00000031003
FAM90A22	8	ENSG00000285687
FAM90A7	8	ENSG00000285975
FAM90A8	8	ENSG00000285937
	17	ENSG00000262663
	17	ENSG00000262339
FAM90A9	8	ENSG00000285607
METRNL	17	ENSG00000176845
TRAPPC4	11	ENSG00000196655
FAM90A17	8	ENSG00000285720
FAM90A18	8	ENSG00000285913
FAM90A19	8	ENSG00000285657
ABHD6	3	ENSG00000163686
FAM90A14	8	ENSG00000285814
SNRPD2	19	ENSG00000125743
FAM90A16	8	ENSG00000285620
	17	ENSG00000274370
ATP5MKP1	X	ENSG00000231549
	17	ENSG00000261888
BMP2KL	X	ENSG00000204113
	1	ENSG00000235089
	1	ENSG00000285179
PTGES3L	17	ENSG00000267060
RAB11FIP1P1	X	ENSG00000228492
RN7SKP247	1	ENSG00000223026
	X	ENSG00000271533
	1	ENSG00000225721
FAM90A10	8	ENSG00000285950
MIR421	X	ENSG00000202566
MIR374B	X	ENSG00000212027
MIR374C	X	ENSG00000283534
DYNLT4	1	ENSG00000188396
RN7SL648P	X	ENSG00000265727
	X	ENSG00000278421
	X	ENSG00000273974
RNU1-114P	1	ENSG00000202167
	X	ENSG00000275254
RNVU1-17	1	ENSG00000207349
	X	ENSG00000275625
RNVU1-23	1	ENSG00000252826
MIR545	X	ENSG00000207820
ASH2L	8	ENSG00000129691
RNVU1-18	1	ENSG00000206737
MIR374A	X	ENSG00000199168
	X	ENSG00000277922
	1	ENSG00000223779
ZCCHC13	X	ENSG00000187969
FAM91A3P	1	ENSG00000242352
	X	ENSG00000226515
	1	ENSG00000270962
RPS6P26	X	ENSG00000213269
OR10H2	19	ENSG00000171942
TSIX	X	ENSG00000270641
LINC02591	1	ENSG00000263590
TGFBR3L	19	ENSG00000260001
XIST	X	ENSG00000229807
RNU1-143P	1	ENSG00000252105
PDE4DIPP3	1	ENSG00000233430
	1	ENSG00000237503
	12	ENSG00000247853
FCGR1CP	1	ENSG00000265531
SCARNA11	12	ENSG00000251898
	1	ENSG00000230186
YAF2	12	ENSG00000015153
GFY	19	ENSG00000261949
RPL22P5	1	ENSG00000268074
SRGAP2D	1	ENSG00000270872
DAND5	19	ENSG00000179284
OR10H5	19	ENSG00000172519
IGKV1OR1-1	1	ENSG00000276674
OR10H3	19	ENSG00000171936
BAG6	6	ENSG00000204463
RPP14	3	ENSG00000163684
OR7E24	19	ENSG00000237521
OR1I1	19	ENSG00000094661
KCNK2	1	ENSG00000082482
	17	ENSG00000276851
ARHGAP45	19	ENSG00000180448
PDK2	17	ENSG00000005882
